record_id_eia,record_id_ferc1,signature_1,signature_2,notes
2336_2_2017_plant_unit_owned_17166,f1_steam_2017_12_157_0_4,,AS,
2336_5_2017_plant_gen_total_17166,f1_steam_2017_12_157_1_1,,AS,poor generation match
1084_2017_plant_total_12341,f1_steam_2017_12_210_2_1,,AS,
3852_2017_plant_total_14354,f1_hydro_2017_12_134_3_5,GT,AS,
3847_2017_plant_total_14354,f1_hydro_2017_12_134_2_2,GT,AS,
1081_2017_plant_total_12341,f1_steam_2017_12_210_1_5,,AS,
56466_1_2017_plant_gen_total_14354,f1_gnrt_plant_2017_12_134_0_38,,AS,ferc forgot to put decimals in their net generation value
58886_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_12,,AS,ferc mwh vs kwh issue with net gen
56809_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_31,,AS,ferc mwh vs. kwh issue in net gen
57874_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_3,,AS,ferc mwh vs kwh issue with net gen
56811_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_34,,AS,ferc mwh vs kwh issue with net gen
59637_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_18,,AS,FERC mwh vs. kwh issue in net gen
6076_2017_plant_owned_14354,f1_steam_2017_12_134_0_2,JER,AS,"using plant_owned means we lose installation year, or can that be added to the MUL?"
8029_2017_plant_total_12341,f1_steam_2017_12_210_2_2,,AS,
60873_2017_plant_total_12341_proposed,f1_gnrt_plant_2017_12_210_1_30,,AS,ferc mwh vs kwh issue with net gen
61079_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_33,,AS,net gen pretty off; ferc mwh vs kwh issue with net gen
6021_2017_plant_owned_14354,f1_steam_2017_12_134_0_3,JER,AS,
56810_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_28,,AS,
56251_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_7,,AS,ferc mwh vs kwh issue with net gen
7145_2017_plant_total_12341,f1_steam_2017_12_210_2_3,GT,AS,
3648_gt_2017_plant_prime_mover_total_14354,f1_steam_2017_12_134_3_3,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
56252_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_11,,AS,ferc mwh vs. kwh issue in net gen
57873_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_43,,AS,ferc mwh vs. kwh issue with net gen
2330_2017_plant_total_17166,f1_steam_2017_12_157_0_1,GT,AS,
3850_2017_plant_total_14354,f1_hydro_2017_12_134_3_4,GT,AS,
60326_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_26,,AS,ferc mwh vs kwh issue with net gen
58884_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_6,,AS,ferc mwh vs kwh issue with net gen
3648_st_2017_plant_prime_mover_total_14354,f1_steam_2017_12_134_2_4,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
4941_2017_plant_owned_13407,f1_steam_2017_12_108_0_4,,AS,capacity a little off but seems like nbd
6063_2017_plant_total_12341,f1_steam_2017_12_210_2_4,GT,AS,
54761_2017_plant_owned_14354,f1_steam_2017_12_134_2_5,,AS,"tricky: capacity if off by a little, but generation matches pretty well for plant_owned"
7343_2017_plant_owned_12341,f1_steam_2017_12_210_0_3,GT,AS,
8224_2017_plant_owned_17166,f1_steam_2017_12_157_0_2,,AS,
56501_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_21,,AS,ferc mwh vs kwh issue with net gen
6101_2017_plant_owned_14354,f1_steam_2017_12_134_2_3,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
54854_2017_plant_total_13407,f1_steam_2017_12_108_1_3,,AS,
6165_2_2017_plant_unit_owned_14354,f1_steam_2017_12_134_1_2,JER,AS,"could be gen or unit, I chose unit because it's not a false granularity"
2324_2017_plant_total_13407,f1_steam_2017_12_108_1_4,,AS,
60342_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_22,,AS,ferc mwh vs kwh issue with net gen
10761_2017_plant_total_13407,f1_steam_2017_12_108_0_1,GT,AS,
113_4_2017_plant_gen_total_14354,f1_steam_2017_12_134_0_1,JER,AS,"MUL subset doesn't include generators owned by other owners. I think it's weird to use the eia record for the plant because of that, so switched to the generator even though it's a false "
6254_2017_plant_owned_12341,f1_steam_2017_12_210_0_4,,AS,capacity increase in 2015 in FERC doesn't show up in EIA
1091_2017_plant_owned_12341,f1_steam_2017_12_210_0_2,GT,AS,
57501_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_0_37,,AS,ferc mwh vs kwh issue with net gen
6165_1_2017_plant_unit_owned_14354,f1_steam_2017_12_134_1_1,JER,AS,
6165_3_2017_plant_unit_total_14354,f1_steam_2017_12_134_1_3,JER,AS,unit or gen?
55841_2017_plant_owned_13407,f1_steam_2017_12_108_0_5,,AS,
58883_2017_plant_total_12341,f1_gnrt_plant_2017_12_210_1_15,,AS,ferc mwh vs kwh issue with net gen
880_2017_plant_owned_12341,f1_steam_2017_12_210_3_3,GT,AS,
2322_ct_2017_plant_prime_mover_total_13407,f1_steam_2017_12_108_1_5,,AS,
1082_4_2017_plant_unit_owned_12341,f1_steam_2017_12_210_3_5,GT,AS,
7082_1_2017_plant_unit_total_13407,f1_steam_2017_12_108_3_2,,AS,"adding the values of 5,6,7 get 557 which is really close to this!"
56102_2017_plant_total_14354,f1_steam_2017_12_134_3_4,JER,AS,capacity increase in EIA in 2014 for all generators doesn't show in FERC
1082_3_2017_plant_unit_owned_12341,f1_steam_2017_12_210_0_1,GT,AS,
7985_2017_plant_total_12341,f1_steam_2017_12_210_3_4,GT,AS,
56237_1_2017_plant_unit_total_14354,f1_steam_2017_12_134_3_5,JER,AS,"Capacity doesnt match, but both sub-units went up in 2014 and the EIA capacity is the sum of the same two units as before"
55662_2017_plant_total_14354,f1_steam_2017_12_134_3_2,JER,AS,EIA capacity increased in 2014 but FERC capacity stayed the same
2336_1_2017_plant_unit_total_17166,f1_steam_2017_12_157_1_2,GT,AS,
56237_2_2017_plant_unit_total_14354,f1_steam_2017_12_134_4_1,JER,AS,655 capacity associated with NG in 2013 but not match in 2014 as NG goes up from 655 to 1385. Not sure what this should be.
55687_2017_plant_total_13407,f1_steam_2017_12_108_3_1,GT,AS,
4162_2017_plant_total_14354,f1_steam_2017_12_134_2_2,JER,AS,
6664_2017_plant_owned_12341,f1_steam_2017_12_210_0_5,GT,AS,
4158_2017_plant_total_14354,f1_steam_2017_12_134_0_4,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
8069_2017_plant_total_14354,f1_steam_2017_12_134_1_5,JER,AS,Huntington 1 capacity went up in 2014 in EIA doesn’t show up in FERC
6165_2017_plant_owned_14354,f1_steam_2017_12_134_1_4,JER,AS,capacity change in 2014 in EIA doesn't show up in FERC
55322_2017_plant_total_13407,f1_steam_2017_12_108_2_2,GT,AS,
8066_2017_plant_owned_14354,f1_steam_2017_12_134_2_1,JER,AS,
3035_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_15,,AS,ferc mwh vs kwh issue with net gen
3659_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_17,,AS,ferc mwh vs kwh issue with net gen
3041_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_20,,AS,ferc mwh vs kwh issue with net gen
6484_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_3,,AS,ferc mwh vs kwh issue with net gen
987_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_10,,AS,ferc mwh vs kwh issue with net gen
58150_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_46,,AS,ferc mwh vs kwh issue with net gen
3651_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_8,,AS,ferc mwh vs kwh issue with net gen
296_2018_plant_owned_14354,f1_gnrt_plant_2018_12_134_0_7,,AS,ferc mwh vs kwh issue with net gen
3024_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_5,,AS,ferc mwh vs kwh issue with net gen
3025_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_6,,AS,ferc mwh vs kwh issue with net gen
899_hy_2018_plant_prime_mover_total_12341,f1_gnrt_plant_2018_12_210_0_1,,AS,ferc forgot to add decimals for net generation
3032_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_13,,AS,ferc mwh vs kwh issue with net gen
3661_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_21,,AS,ferc mwh vs kwh issue with net gen
6459_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_4,,AS,ferc mwh vs kwh issue with net gen
3656_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_12,,AS,ferc mwh vs kwh issue with net gen
6510_2018_plant_owned_17166,f1_gnrt_plant_2018_12_157_0_2,,AS,
825_2018_plant_owned_14354,f1_gnrt_plant_2018_12_134_0_2,,AS,ferc decimal problem with net gen
3034_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_14,,AS,ferc mwh vs kwh issue with net gen
57684_2018_plant_total_13407,f1_gnrt_plant_2018_12_108_0_5,,AS,
3026_2018_plant_total_14354,f1_hydro_2018_12_134_1_1,GT,AS,
3037_2018_plant_total_14354,f1_hydro_2018_12_134_3_3,GT,AS,
831_2018_plant_total_14354,f1_hydro_2018_12_134_3_2,GT,AS,
3020_2018_plant_total_14354,f1_hydro_2018_12_134_0_3,JER,AS,
59919_2018_plant_total_13407,f1_gnrt_plant_2018_12_108_0_7,,AS,
297_2018_plant_total_14354,f1_hydro_2018_12_134_1_3,GT,AS,
3036_2018_plant_total_14354,f1_hydro_2018_12_134_3_1,GT,AS,
56843_2_2018_plant_gen_total_14354,f1_gnrt_plant_2018_12_134_0_41,,AS,
294_2018_plant_total_14354,f1_hydro_2018_12_134_0_1,GT,AS,
3021_2018_plant_total_14354,f1_hydro_2018_12_134_0_4,JER,AS,
295_2018_plant_total_14354,f1_hydro_2018_12_134_0_2,GT,AS,
57039_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_43,,AS,ferc mwh vs kwh issue with net gen
3646_2018_plant_total_14354,f1_hydro_2018_12_134_0_5,GT,AS,
829_2018_plant_total_14354,f1_hydro_2018_12_134_2_4,GT,AS,
3029_2018_plant_total_14354,f1_hydro_2018_12_134_1_5,GT,AS,
3033_2018_plant_total_14354,f1_hydro_2018_12_134_2_5,GT,AS,
55607_2018_plant_owned_14354,f1_gnrt_plant_2018_12_134_0_32,,AS,ferc mwh vs kwh issue in net gen
827_2018_plant_total_14354,f1_hydro_2018_12_134_1_2,GT,AS,
1097_2018_plant_total_12341,f1_steam_2018_12_210_2_1,,AS,
299_2018_plant_total_14354,f1_steam_2018_12_134_3_1,JER,AS,retire in suffix of original record match--should that be in override too?
6421_2018_plant_total_14354,f1_hydro_2018_12_134_2_1,GT,AS,
56841_2_2018_plant_gen_total_14354,f1_gnrt_plant_2018_12_134_0_34,,AS,
3040_2018_plant_total_14354,f1_hydro_2018_12_134_2_3,GT,AS,
56466_2_2018_plant_gen_total_14354,f1_gnrt_plant_2018_12_134_0_39,,AS,ferc forgot to put decimals in their net generation value
899_gt_2018_plant_prime_mover_total_12341,f1_steam_2018_12_210_2_2,GT,AS,
1079_2018_plant_total_12341,f1_steam_2018_12_210_2_3,,AS,
2322_gt4_2018_plant_gen_total_13407,f1_steam_2018_12_108_1_1,,AS,
56677_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_25,,AS,ferc mwh vs. kwh issue in net gen
525_2018_plant_owned_14354,f1_steam_2018_12_134_0_5,JER,AS,
7082_gt4_2018_plant_gen_total_13407,f1_steam_2018_12_108_0_2,,AS,could be mixed with other generator
61911_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_2_1,,AS,ferc mwh vs kwh issue with net gen
56666_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_36,,AS,ferc mwh vs kwh issue with net gen
3028_2018_plant_total_14354,f1_hydro_2018_12_134_1_4,JER,AS,
56841_1_2018_plant_gen_total_14354,f1_gnrt_plant_2018_12_134_0_33,,AS,
56842_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_35,,AS,ferc mwh vs kwh issue with net gen
56843_1_2018_plant_gen_owned_14354,f1_gnrt_plant_2018_12_134_0_40,,AS,capacity was 99 in 2007 in EIA then went up
56360_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_37,,AS,ferc mwh vs kwh issue with net gen
57875_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_2,,AS,ferc mwh vs kwh issue with net gen
7082_gt1_2018_plant_gen_total_13407,f1_steam_2018_12_108_2_1,,AS,could be mixed with other generator
61077_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_2_5,,AS,ferc mwh vs kwh issue with net gen
56379_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_15,,AS,ferc mwh vs kwh issue with net gen
57299_2018_plant_total_14354,f1_gnrt_plant_2018_12_134_0_31,,AS,ferc mwh vs. kwh issue with net gen
57500_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_41,,AS,ferc mwh vs kwh issue with net gen
58885_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_11,,AS,ferc mwh vs kwh issue with net gen
2336_2_2018_plant_unit_owned_17166,f1_steam_2018_12_157_0_4,,AS,
2336_5_2018_plant_gen_total_17166,f1_steam_2018_12_157_1_1,,AS,poor generation match
1084_2018_plant_total_12341,f1_steam_2018_12_210_1_2,,AS,
3852_2018_plant_total_14354,f1_hydro_2018_12_134_3_5,GT,AS,
3847_2018_plant_total_14354,f1_hydro_2018_12_134_2_2,GT,AS,
1081_2018_plant_total_12341,f1_steam_2018_12_210_1_1,,AS,
6101_2018_plant_owned_14354,f1_steam_2018_12_134_2_3,JER,AS,"capacity increase in 2014 in EIA doesn't show up in FERC, also FERC capacity dips weirdly low this year"
56466_1_2018_plant_gen_total_14354,f1_gnrt_plant_2018_12_134_0_38,,AS,ferc forgot to put decimals in their net generation value
58886_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_14,,AS,ferc mwh vs kwh issue with net gen
56809_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_32,,AS,ferc mwh vs. kwh issue in net gen
57874_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_5,,AS,ferc mwh vs kwh issue with net gen
56811_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_35,,AS,ferc mwh vs kwh issue with net gen
59637_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_20,,AS,FERC mwh vs. kwh issue in net gen
6076_2018_plant_owned_14354,f1_steam_2018_12_134_0_2,JER,AS,"using plant_owned means we lose installation year, or can that be added to the MUL?"
8029_2018_plant_total_12341,f1_steam_2018_12_210_1_3,GT,AS,
60873_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_32,,AS,ferc mwh vs kwh issue with net gen
6021_2018_plant_owned_14354,f1_steam_2018_12_134_0_3,JER,AS,
56810_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_29,,AS,
56251_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_7,,AS,ferc mwh vs kwh issue with net gen
7145_2018_plant_total_12341,f1_steam_2018_12_210_1_4,GT,AS,
3648_gt_2018_plant_prime_mover_total_14354,f1_steam_2018_12_134_3_3,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
62133_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_42,,AS,net gen off; ferc mwh vs kwh issue with net gen
57873_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_44,,AS,ferc mwh vs. kwh issue with net gen
56252_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_11,,AS,ferc mwh vs. kwh issue in net gen
4941_2018_plant_owned_13407,f1_steam_2018_12_108_0_4,,AS,capacity a little off but seems like nbd
2330_2018_plant_total_17166,f1_steam_2018_12_157_0_1,GT,AS,
3850_2018_plant_total_14354,f1_hydro_2018_12_134_3_4,GT,AS,
62132_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_39,,AS,ferc mwh vs kwh issue with net gen
60326_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_28,,AS,ferc mwh vs kwh issue with net gen
58884_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_8,,AS,ferc mwh vs kwh issue with net gen
3648_st_2018_plant_prime_mover_total_14354,f1_steam_2018_12_134_2_4,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
6063_2018_plant_total_12341,f1_steam_2018_12_210_1_5,GT,AS,
54761_2018_plant_owned_14354,f1_steam_2018_12_134_2_5,,AS,"tricky: capacity if off by a little, but generation matches pretty well for plant_owned"
7343_2018_plant_owned_12341,f1_steam_2018_12_210_0_3,GT,AS,
8224_2018_plant_owned_17166,f1_steam_2018_12_157_0_2,,AS,
56501_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_21,,AS,ferc mwh vs kwh issue with net gen
54854_2018_plant_total_13407,f1_steam_2018_12_108_1_3,,AS,
6165_2_2018_plant_unit_owned_14354,f1_steam_2018_12_134_1_2,JER,AS,"could be gen or unit, I chose unit because it's not a false granularity"
60342_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_24,,AS,ferc mwh vs kwh issue with net gen
61079_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_35,,AS,net gen pretty off; ferc mwh vs kwh issue with net gen
10761_2018_plant_total_13407,f1_steam_2018_12_108_0_1,GT,AS,
113_4_2018_plant_gen_total_14354,f1_steam_2018_12_134_0_1,JER,AS,"MUL subset doesn't include generators owned by other owners. I think it's weird to use the eia record for the plant because of that, so switched to the generator even though it's a false "
6254_2018_plant_owned_12341,f1_steam_2018_12_210_0_4,,AS,capacity increase in 2015 in FERC doesn't show up in EIA
1091_2018_plant_owned_12341,f1_steam_2018_12_210_0_2,GT,AS,
57501_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_0_38,,AS,ferc mwh vs kwh issue with net gen
6165_1_2018_plant_unit_owned_14354,f1_steam_2018_12_134_1_1,JER,AS,
6165_3_2018_plant_unit_total_14354,f1_steam_2018_12_134_1_3,JER,AS,unit or gen?
58883_2018_plant_total_12341,f1_gnrt_plant_2018_12_210_1_17,,AS,ferc mwh vs kwh issue with net gen
880_2018_plant_owned_12341,f1_steam_2018_12_210_2_4,GT,AS,
2322_ct_2018_plant_prime_mover_total_13407,f1_steam_2018_12_108_1_5,GT,AS,
1082_4_2018_plant_unit_owned_12341,f1_steam_2018_12_210_3_1,GT,AS,
7082_1_2018_plant_unit_total_13407,f1_steam_2018_12_108_3_2,,AS,"adding the values of 5,6,7 get 557 which is really close to this!"
56102_2018_plant_total_14354,f1_steam_2018_12_134_3_4,JER,AS,capacity increase in EIA in 2014 for all generators doesn't show in FERC
1082_3_2018_plant_unit_owned_12341,f1_steam_2018_12_210_0_1,GT,AS,
7985_2018_plant_total_12341,f1_steam_2018_12_210_2_5,GT,AS,
56237_1_2018_plant_unit_total_14354,f1_steam_2018_12_134_3_5,JER,AS,"Capacity doesnt match, but both sub-units went up in 2014 and the EIA capacity is the sum of the same two units as before"
55662_2018_plant_total_14354,f1_steam_2018_12_134_3_2,JER,AS,EIA capacity increased in 2014 but FERC capacity stayed the same
2336_1_2018_plant_unit_total_17166,f1_steam_2018_12_157_1_2,GT,AS,
56237_2_2018_plant_unit_total_14354,f1_steam_2018_12_134_4_1,JER,AS,655 capacity associated with NG in 2013 but not match in 2014 as NG goes up from 655 to 1385. Not sure what this should be.
55841_2018_plant_total_13407,f1_steam_2018_12_108_0_5,GT,AS,
55687_2018_plant_total_13407,f1_steam_2018_12_108_3_1,GT,AS,
4162_2018_plant_total_14354,f1_steam_2018_12_134_2_2,JER,AS,
6664_2018_plant_owned_12341,f1_steam_2018_12_210_0_5,GT,AS,
4158_2018_plant_total_14354,f1_steam_2018_12_134_0_4,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
8069_2018_plant_total_14354,f1_steam_2018_12_134_1_5,JER,AS,Huntington 1 capacity went up in 2014 in EIA doesn’t show up in FERC
6165_2018_plant_owned_14354,f1_steam_2018_12_134_1_4,JER,AS,capacity change in 2014 in EIA doesn't show up in FERC
55322_2018_plant_total_13407,f1_steam_2018_12_108_2_2,GT,AS,
8066_2018_plant_owned_14354,f1_steam_2018_12_134_2_1,JER,AS,
3035_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_15,,AS,ferc mwh vs kwh issue with net gen
3659_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_17,,AS,ferc mwh vs kwh issue with net gen
3041_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_20,,AS,ferc mwh vs kwh issue with net gen
6484_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_3,,AS,ferc mwh vs kwh issue with net gen
987_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_10,,AS,ferc mwh vs kwh issue with net gen
58150_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_46,,AS,ferc mwh vs kwh issue with net gen
3651_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_8,,AS,ferc mwh vs kwh issue with net gen
296_2019_plant_owned_14354,f1_gnrt_plant_2019_12_134_0_7,,AS,ferc mwh vs kwh issue with net gen
3024_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_5,,AS,ferc mwh vs kwh issue with net gen
3025_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_6,,AS,ferc mwh vs kwh issue with net gen
899_hy_2019_plant_prime_mover_total_12341,f1_gnrt_plant_2019_12_210_0_1,,AS,ferc forgot to add decimals for net generation
3032_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_13,,AS,ferc mwh vs kwh issue with net gen
3661_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_21,,AS,ferc mwh vs kwh issue with net gen
6459_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_4,,AS,ferc mwh vs kwh issue with net gen
3656_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_12,,AS,ferc mwh vs kwh issue with net gen
6510_2019_plant_owned_17166,f1_gnrt_plant_2019_12_157_0_2,,AS,
825_2019_plant_owned_14354,f1_gnrt_plant_2019_12_134_0_2,,AS,ferc decimal problem with net gen
3034_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_14,,AS,ferc mwh vs kwh issue with net gen
57684_2019_plant_total_13407,f1_gnrt_plant_2019_12_108_0_5,,AS,
3026_2019_plant_total_14354,f1_hydro_2019_12_134_1_1,GT,AS,
3037_2019_plant_total_14354,f1_hydro_2019_12_134_3_3,GT,AS,
831_2019_plant_total_14354,f1_hydro_2019_12_134_3_2,GT,AS,
3020_2019_plant_total_14354,f1_hydro_2019_12_134_0_3,JER,AS,
59919_2019_plant_total_13407,f1_gnrt_plant_2019_12_108_0_7,,AS,
297_2019_plant_total_14354,f1_hydro_2019_12_134_1_3,GT,AS,
3036_2019_plant_total_14354,f1_hydro_2019_12_134_3_1,GT,AS,
56843_2_2019_plant_gen_total_14354,f1_gnrt_plant_2019_12_134_0_41,,AS,
294_2019_plant_total_14354,f1_hydro_2019_12_134_0_1,GT,AS,
3021_2019_plant_total_14354,f1_hydro_2019_12_134_0_4,JER,AS,
295_2019_plant_total_14354,f1_hydro_2019_12_134_0_2,GT,AS,
57039_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_43,,AS,ferc mwh vs kwh issue with net gen
3646_2019_plant_total_14354,f1_hydro_2019_12_134_0_5,GT,AS,
829_2019_plant_total_14354,f1_hydro_2019_12_134_2_4,GT,AS,
3029_2019_plant_total_14354,f1_hydro_2019_12_134_1_5,GT,AS,
3033_2019_plant_total_14354,f1_hydro_2019_12_134_2_5,GT,AS,
827_2019_plant_total_14354,f1_hydro_2019_12_134_1_2,GT,AS,
1097_2019_plant_total_12341,f1_steam_2019_12_210_2_1,,AS,
299_2019_plant_total_14354,f1_steam_2019_12_134_3_1,JER,AS,retire in suffix of original record match--should that be in override too?
6421_2019_plant_total_14354,f1_hydro_2019_12_134_2_1,GT,AS,
56841_2_2019_plant_gen_total_14354,f1_gnrt_plant_2019_12_134_0_34,,AS,
3040_2019_plant_total_14354,f1_hydro_2019_12_134_2_3,GT,AS,
56466_2_2019_plant_gen_total_14354,f1_gnrt_plant_2019_12_134_0_39,,AS,ferc forgot to put decimals in their net generation value
899_gt_2019_plant_prime_mover_total_12341,f1_steam_2019_12_210_2_2,GT,AS,
1079_2019_plant_total_12341,f1_steam_2019_12_210_2_3,,AS,
2322_gt4_2019_plant_gen_total_13407,f1_steam_2019_12_108_1_1,,AS,
56677_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_0_25,,AS,ferc mwh vs. kwh issue in net gen
525_2019_plant_owned_14354,f1_steam_2019_12_134_0_5,JER,AS,
7082_gt4_2019_plant_gen_total_13407,f1_steam_2019_12_108_0_2,,AS,could be mixed with other generator
61911_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_2_1,,AS,ferc mwh vs kwh issue with net gen
56666_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_36,,AS,ferc mwh vs kwh issue with net gen
3028_2019_plant_total_14354,f1_hydro_2019_12_134_1_4,JER,AS,
56841_1_2019_plant_gen_total_14354,f1_gnrt_plant_2019_12_134_0_33,,AS,
56842_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_35,,AS,ferc mwh vs kwh issue with net gen
56843_1_2019_plant_gen_owned_14354,f1_gnrt_plant_2019_12_134_0_40,,AS,capacity was 99 in 2007 in EIA then went up
56360_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_37,,AS,ferc mwh vs kwh issue with net gen
57875_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_1_1,,AS,ferc mwh vs kwh issue with net gen
7082_gt1_2019_plant_gen_total_13407,f1_steam_2019_12_108_2_1,,AS,could be mixed with other generator
56379_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_0_15,,AS,ferc mwh vs kwh issue with net gen
57299_2019_plant_total_14354,f1_gnrt_plant_2019_12_134_0_31,,AS,ferc mwh vs. kwh issue with net gen
57500_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_0_42,,AS,ferc mwh vs kwh issue with net gen
58885_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_1_10,,AS,ferc mwh vs kwh issue with net gen
2336_2_2019_plant_unit_owned_17166,f1_steam_2019_12_157_0_4,,AS,
2336_5_2019_plant_gen_total_17166,f1_steam_2019_12_157_1_1,,AS,poor generation match
1084_2019_plant_total_12341,f1_steam_2019_12_210_1_2,,AS,
3852_2019_plant_total_14354,f1_hydro_2019_12_134_3_5,GT,AS,
3847_2019_plant_total_14354,f1_hydro_2019_12_134_2_2,GT,AS,
1081_2019_plant_total_12341,f1_steam_2019_12_210_1_1,,AS,
56466_1_2019_plant_gen_total_14354,f1_gnrt_plant_2019_12_134_0_38,,AS,ferc forgot to put decimals in their net generation value
58886_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_1_13,,AS,ferc mwh vs kwh issue with net gen
57874_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_1_4,,AS,ferc mwh vs kwh issue with net gen
59637_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_1_19,,AS,FERC mwh vs. kwh issue in net gen
6076_2019_plant_owned_14354,f1_steam_2019_12_134_0_2,JER,AS,"using plant_owned means we lose installation year, or can that be added to the MUL?"
8029_2019_plant_total_12341,f1_steam_2019_12_210_1_3,,AS,
56809_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_0_32,,AS,ferc mwh vs. kwh issue in net gen
56811_2019_plant_total_12341,f1_gnrt_plant_2019_12_210_0_36,,AS,ferc mwh vs kwh issue with net gen
